LAMMPS water channel data file

300 atoms
200 bonds
100 angles

2 atom types
1 bond types
1 angle types

0.0 100.0000 xlo xhi
0.0 30.0000 ylo yhi
0.0 30.0000 zlo zhi

Masses

1  15.9994  # Oxygen
2   1.0080  # Hydrogen

Atoms  # full

232 78 1 -0.8476  50.253161  16.999501  14.805460
233 78 2 0.4238  49.436671  16.422142  14.805460
234 78 2 0.4238  51.069651  16.422142  14.805460
235 79 1 -0.8476  20.743327  20.783755  9.300081
236 79 2 0.4238  19.926836  20.206396  9.300081
237 79 2 0.4238  21.559817  20.206396  9.300081
238 80 1 -0.8476  4.334333  18.782280  6.604878
239 80 2 0.4238  3.517842  18.204921  6.604878
240 80 2 0.4238  5.150823  18.204921  6.604878
241 81 1 -0.8476  92.284024  26.802143  25.786474
242 81 2 0.4238  91.467534  26.224784  25.786474
243 81 2 0.4238  93.100515  26.224784  25.786474
244 82 1 -0.8476  37.535235  2.401872  26.136283
245 82 2 0.4238  36.718745  1.824513  26.136283
246 82 2 0.4238  38.351726  1.824513  26.136283
247 83 1 -0.8476  43.105678  27.133025  27.054119
248 83 2 0.4238  42.289188  26.555666  27.054119
249 83 2 0.4238  43.922169  26.555666  27.054119
250 84 1 -0.8476  83.888908  9.655671  12.012541
251 84 2 0.4238  83.072417  9.078312  12.012541
252 84 2 0.4238  84.705398  9.078312  12.012541
253 85 1 -0.8476  83.709120  10.239972  6.406811
254 85 2 0.4238  82.892630  9.662613  6.406811
255 85 2 0.4238  84.525611  9.662613  6.406811
256 86 1 -0.8476  55.452921  26.340024  20.096775
257 86 2 0.4238  54.636431  25.762665  20.096775
258 86 2 0.4238  56.269412  25.762665  20.096775
259 87 1 -0.8476  56.725872  4.526589  17.990188
260 87 2 0.4238  55.909382  3.949230  17.990188
261 87 2 0.4238  57.542363  3.949230  17.990188
262 88 1 -0.8476  97.045170  5.642184  15.476571
263 88 2 0.4238  96.228679  5.064825  15.476571
264 88 2 0.4238  97.861660  5.064825  15.476571
265 89 1 -0.8476  86.227815  21.259984  20.122409
266 89 2 0.4238  85.411324  20.682625  20.122409
267 89 2 0.4238  87.044305  20.682625  20.122409
268 90 1 -0.8476  69.438472  11.346770  9.633388
269 90 2 0.4238  68.621982  10.769411  9.633388
270 90 2 0.4238  70.254962  10.769411  9.633388
271 91 1 -0.8476  79.698671  23.062948  24.543880
272 91 2 0.4238  78.882180  22.485589  24.543880
273 91 2 0.4238  80.515161  22.485589  24.543880
274 92 1 -0.8476  89.671093  15.294902  15.039424
275 92 2 0.4238  88.854603  14.717543  15.039424
276 92 2 0.4238  90.487583  14.717543  15.039424
277 93 1 -0.8476  78.636337  18.899062  20.251139
278 93 2 0.4238  77.819847  18.321703  20.251139
279 93 2 0.4238  79.452828  18.321703  20.251139
280 94 1 -0.8476  78.396096  25.140139  10.787874
281 94 2 0.4238  77.579606  24.562780  10.787874
282 94 2 0.4238  79.212587  24.562780  10.787874
283 95 1 -0.8476  38.055963  4.443530  17.035284
284 95 2 0.4238  37.239473  3.866171  17.035284
285 95 2 0.4238  38.872454  3.866171  17.035284
286 96 1 -0.8476  5.450458  14.105548  16.108761
287 96 2 0.4238  4.633968  13.528190  16.108761
288 96 2 0.4238  6.266949  13.528190  16.108761
289 97 1 -0.8476  29.507960  17.361665  2.793006
290 97 2 0.4238  28.691470  16.784306  2.793006
291 97 2 0.4238  30.324451  16.784306  2.793006
292 98 1 -0.8476  5.585426  23.387615  11.364957
293 98 2 0.4238  4.768936  22.810256  11.364957
294 98 2 0.4238  6.401917  22.810256  11.364957
295 99 1 -0.8476  14.197809  15.578325  22.019832
296 99 2 0.4238  13.381319  15.000966  22.019832
297 99 2 0.4238  15.014300  15.000966  22.019832
298 100 1 -0.8476  22.718819  18.195152  4.219034
299 100 2 0.4238  21.902328  17.617793  4.219034
300 100 2 0.4238  23.535309  17.617793  4.219034

Bonds

1 1 1 2
2 1 1 3
3 1 4 5
4 1 4 6
5 1 7 8
6 1 7 9
7 1 10 11
8 1 10 12
9 1 13 14
10 1 13 15
11 1 16 17
12 1 16 18
13 1 19 20
14 1 19 21
15 1 22 23
16 1 22 24
17 1 25 26
18 1 25 27
19 1 28 29
20 1 28 30
21 1 31 32
22 1 31 33
23 1 34 35
24 1 34 36
25 1 37 38
26 1 37 39
27 1 40 41
28 1 40 42
29 1 43 44
30 1 43 45
31 1 46 47
32 1 46 48
33 1 49 50
34 1 49 51
35 1 52 53
36 1 52 54
37 1 55 56
38 1 55 57
39 1 58 59
40 1 58 60
41 1 61 62
42 1 61 63
43 1 64 65
44 1 64 66
45 1 67 68
46 1 67 69
47 1 70 71
48 1 70 72
49 1 73 74
50 1 73 75
51 1 76 77
52 1 76 78
53 1 79 80
54 1 79 81
55 1 82 83
56 1 82 84
57 1 85 86
58 1 85 87
59 1 88 89
60 1 88 90
61 1 91 92
62 1 91 93
63 1 94 95
64 1 94 96
65 1 97 98
66 1 97 99
67 1 100 101
68 1 100 102
69 1 103 104
70 1 103 105
71 1 106 107
72 1 106 108
73 1 109 110
74 1 109 111
75 1 112 113
76 1 112 114
77 1 115 116
78 1 115 117
79 1 118 119
80 1 118 120
81 1 121 122
82 1 121 123
83 1 124 125
84 1 124 126
85 1 127 128
86 1 127 129
87 1 130 131
88 1 130 132
89 1 133 134
90 1 133 135
91 1 136 137
92 1 136 138
93 1 139 140
94 1 139 141
95 1 142 143
96 1 142 144
97 1 145 146
98 1 145 147
99 1 148 149
100 1 148 150
101 1 151 152
102 1 151 153
103 1 154 155
104 1 154 156
105 1 157 158
106 1 157 159
107 1 160 161
108 1 160 162
109 1 163 164
110 1 163 165
111 1 166 167
112 1 166 168
113 1 169 170
114 1 169 171
115 1 172 173
116 1 172 174
117 1 175 176
118 1 175 177
119 1 178 179
120 1 178 180
121 1 181 182
122 1 181 183
123 1 184 185
124 1 184 186
125 1 187 188
126 1 187 189
127 1 190 191
128 1 190 192
129 1 193 194
130 1 193 195
131 1 196 197
132 1 196 198
133 1 199 200
134 1 199 201
135 1 202 203
136 1 202 204
137 1 205 206
138 1 205 207
139 1 208 209
140 1 208 210
141 1 211 212
142 1 211 213
143 1 214 215
144 1 214 216
145 1 217 218
146 1 217 219
147 1 220 221
148 1 220 222
149 1 223 224
150 1 223 225
151 1 226 227
152 1 226 228
153 1 229 230
154 1 229 231
155 1 232 233
156 1 232 234
157 1 235 236
158 1 235 237
159 1 238 239
160 1 238 240
161 1 241 242
162 1 241 243
163 1 244 245
164 1 244 246
165 1 247 248
166 1 247 249
167 1 250 251
168 1 250 252
169 1 253 254
170 1 253 255
171 1 256 257
172 1 256 258
173 1 259 260
174 1 259 261
175 1 262 263
176 1 262 264
177 1 265 266
178 1 265 267
179 1 268 269
180 1 268 270
181 1 271 272
182 1 271 273
183 1 274 275
184 1 274 276
185 1 277 278
186 1 277 279
187 1 280 281
188 1 280 282
189 1 283 284
190 1 283 285
191 1 286 287
192 1 286 288
193 1 289 290
194 1 289 291
195 1 292 293
196 1 292 294
197 1 295 296
198 1 295 297
199 1 298 299
200 1 298 300

Angles

1 1 2 1 3
2 1 5 4 6
3 1 8 7 9
4 1 11 10 12
5 1 14 13 15
6 1 17 16 18
7 1 20 19 21
8 1 23 22 24
9 1 26 25 27
10 1 29 28 30
11 1 32 31 33
12 1 35 34 36
13 1 38 37 39
14 1 41 40 42
15 1 44 43 45
16 1 47 46 48
17 1 50 49 51
18 1 53 52 54
19 1 56 55 57
20 1 59 58 60
21 1 62 61 63
22 1 65 64 66
23 1 68 67 69
24 1 71 70 72
25 1 74 73 75
26 1 77 76 78
27 1 80 79 81
28 1 83 82 84
29 1 86 85 87
30 1 89 88 90
31 1 92 91 93
32 1 95 94 96
33 1 98 97 99
34 1 101 100 102
35 1 104 103 105
36 1 107 106 108
37 1 110 109 111
38 1 113 112 114
39 1 116 115 117
40 1 119 118 120
41 1 122 121 123
42 1 125 124 126
43 1 128 127 129
44 1 131 130 132
45 1 134 133 135
46 1 137 136 138
47 1 140 139 141
48 1 143 142 144
49 1 146 145 147
50 1 149 148 150
51 1 152 151 153
52 1 155 154 156
53 1 158 157 159
54 1 161 160 162
55 1 164 163 165
56 1 167 166 168
57 1 170 169 171
58 1 173 172 174
59 1 176 175 177
60 1 179 178 180
61 1 182 181 183
62 1 185 184 186
63 1 188 187 189
64 1 191 190 192
65 1 194 193 195
66 1 197 196 198
67 1 200 199 201
68 1 203 202 204
69 1 206 205 207
70 1 209 208 210
71 1 212 211 213
72 1 215 214 216
73 1 218 217 219
74 1 221 220 222
75 1 224 223 225
76 1 227 226 228
77 1 230 229 231
78 1 233 232 234
79 1 236 235 237
80 1 239 238 240
81 1 242 241 243
82 1 245 244 246
83 1 248 247 249
84 1 251 250 252
85 1 254 253 255
86 1 257 256 258
87 1 260 259 261
88 1 263 262 264
89 1 266 265 267
90 1 269 268 270
91 1 272 271 273
92 1 275 274 276
93 1 278 277 279
94 1 281 280 282
95 1 284 283 285
96 1 287 286 288
97 1 290 289 291
98 1 293 292 294
99 1 296 295 297
100 1 299 298 300
